Id, Name, Grade_math, Grade_cs
4250,lb,78,28.2
4251,ca,52.3,213.8
4252,dc,198.8,132
4253,la,1.6,32.5
4254,ef,29.3,-167.7
4255,em,60.1,41.9
4256,ji,124.3,45.6
4257,jc,-0.4,10.3
4258,hi,165.5,64.9
4259,id,102,-49.8
4260,jj,34.4,35.8
4261,lf,17.5,140.6
4262,fb,17.9,23.8
4263,jb,1,-98.3
4264,bd,-70.9,-15.7
4265,mm,-15.4,-44.5
4266,ke,66.8,100.8
4267,fl,39.3,81.4
4268,ei,314.7,-3.8
4269,ma,79.3,71.2
4270,hf,27.3,85
4271,il,253.5,153.2
4272,nk,1.5,75.8
4273,gf,38.7,76.8
4274,ii,-74.1,91.4
4275,aa,150.4,112.9
4276,bc,43.5,139.3
4277,lh,60.6,19.5
4278,aj,-25.5,97.2
4279,nl,18.7,-112.2
4280,bh,32.2,14
4281,fb,-75.8,49.6
4282,lc,3.6,62.1
4283,mi,-45,-120.6
4284,hc,38.3,57
4285,bm,42.3,121.3
4286,ac,40.3,141.1
4287,kb,-36.9,29.7
4288,ja,-5.5,-51.6
4289,id,-11,-56.9
4290,ml,25.8,82.9
4291,db,-41.6,85.1
4292,fc,0.2,42.3
4293,hb,52.7,-17.2
4294,ac,76.9,-155.5
4295,aa,121,24.5
4296,nm,213.3,33
4297,cl,224.4,59.1
4298,md,4.5,-166
4299,em,192.8,20
4300,hj,64.8,179.4
4301,df,-79.1,29.8
4302,ma,-67.4,37.6
4303,ck,42.6,-101.8
4304,bb,258.4,49.6
4305,hk,-56.9,6.9
4306,km,74.3,156.5
4307,ia,47,52.7
4308,hk,14.3,147
4309,kf,0.4,91.5
4310,hj,14.2,81
4311,ib,-42.9,21.1
4312,nd,-30.6,74.6
4313,ca,14.9,-34.6
4314,ge,195,224.6
4315,ag,-72.7,79.4
4316,jh,-6.8,231.8
4317,aj,259.2,188.9
4318,lk,44,59
4319,ic,196.6,-42
4320,lk,15.7,207.6
4321,ab,13.5,61.8
4322,hd,115.3,95.9
4323,ge,210,196.8
4324,aa,-56.1,-97.3
4325,ja,-36.4,30.4
4326,jn,-107.6,86.9
4327,bh,0.4,44
4328,hg,-15.9,21
4329,cc,15.1,31.5
4330,kf,60.3,22.1
4331,nh,145.2,146.4
4332,em,102.7,55.3
4333,lm,6.2,19.5
4334,cm,-2.3,74.1
4335,gb,10,19.6
4336,fk,109.3,125.7
4337,bi,293.9,64.4
4338,gc,-32.9,185.8
4339,li,0.1,43.2
4340,da,90.8,-22.5
4341,ba,119.6,33.2
4342,he,-5,86.7
4343,kl,283.6,75.4
4344,kf,94.1,-152.4
4345,bl,-74.6,29.3
4346,gb,131.6,258
4347,hf,121.4,146.5
4348,de,39.8,54.5
4349,ed,21.7,282.4
4350,di,-76.6,-40.4
4351,ak,-0.6,55.2
4352,il,234.8,43
4353,em,25.7,89.9
4354,dn,-5.9,50.1
4355,ka,89.2,162.2
4356,df,140.6,-41.5
4357,nb,7.6,46.5
4358,fl,4.8,82.9
4359,bb,-41.2,-39.6
4360,jg,-6.1,54.6
4361,ci,105.2,76.8
4362,hj,-61.1,-78.8
4363,an,128.1,-26.6
4364,dc,-7.5,177.3
4365,hg,-9.6,-97.8
4366,kg,-56.4,-59.2
4367,cd,64.2,194.3
4368,ji,-49.6,61.8
4369,im,59.4,5.9
4370,da,67.6,44.5
4371,ga,-31.3,60.6
4372,hf,-33.2,3.1
4373,nf,63.9,69.5
4374,mg,-10.7,3.6
4375,gi,-20.9,-71.8
4376,ag,-23.1,117.1
4377,ni,-88.9,37.6
4378,mf,25.7,24.8
4379,bf,-44.7,-9.8
4380,nk,83.3,75.4
4381,ln,-75.8,-62.6
4382,ld,257.7,-51.5
4383,na,79.5,23.1
4384,il,112.2,-150.2
4385,ld,7.6,0.8
4386,ii,-33.5,93
4387,eh,38.3,95.7
4388,hd,-110.4,41.7
4389,ik,-4.2,6.8
4390,ec,123.9,45.3
4391,dd,-5.2,31.4
4392,cd,-8.6,52.7
4393,mg,-123.3,-105.1
4394,gi,-0.3,-48.7
4395,df,40.1,81.5
4396,em,42.7,-10.4
4397,fc,68.8,-166.9
4398,cb,42.7,21.4
4399,gd,-3.6,63.5
4400,hm,43.8,35.7
4401,ga,250.4,-6.1
4402,he,150.1,226.5
4403,ah,180.4,228.9
4404,kf,-87.2,54
4405,kg,56.9,75.3
4406,ml,157.3,95.6
4407,mj,-42.8,65.2
4408,km,8.5,18.6
4409,hh,208.6,-3.1
4410,ck,-24.3,92.3
4411,gj,-44.8,10.9
4412,de,-6.3,97.8
4413,dm,-48,74.3
4414,lc,32.5,77.1
4415,nf,99.1,29.2
4416,el,60.8,110.3
4417,ed,-2.5,8.7
4418,cb,72.6,152.8
4419,hg,54.2,78.5
4420,cb,29.6,77.6
4421,le,45.6,76.4
4422,lj,311,145.7
4423,hc,34.9,-10.2
4424,ha,28.2,74.5
4425,lk,82.1,-26.6
4426,ll,-23.6,67.7
4427,mg,149.4,165.3
4428,an,19,53.7
4429,jm,171.8,9.7
4430,im,167.4,146.3
4431,be,30.6,76.1
4432,gj,-9.5,94.6
4433,ke,-19.9,-104.7
4434,gb,164.9,24.8
4435,lf,175.9,249.7
4436,mf,-12.3,28.7
4437,mj,191,355.1
4438,dc,20.3,89.2
4439,hl,87.8,121.4
4440,jc,-83.3,33.3
4441,aa,25.6,33.5
4442,ga,-102.9,204.3
4443,gm,-13.6,42.6
4444,bn,-13.9,87.8
4445,hj,3.4,192.3
4446,mk,176.9,97.2
4447,nn,-3.2,-63.3
4448,hh,1.5,78.7
4449,le,10.4,6.8
4450,kh,14.9,87.3
4451,ga,20.7,13.8
4452,fe,-129.5,-75
4453,li,150.6,104.3
4454,lc,-2.2,5.3
4455,dl,204.5,54.4
4456,ch,2.2,99.8
4457,dh,-56.7,28.6
4458,fg,29.6,84
4459,gg,59.6,-250.5
4460,gl,-1.1,3.1
4461,gf,20.6,56.9
4462,ek,141.6,61.1
4463,mh,-42.1,37.7
4464,ij,98.3,-171.4
4465,ne,-2.8,-8.9
4466,kd,48.9,51
4467,ad,-0.5,23.2
4468,hl,-0.6,56.1
4469,fm,21.7,-27.3
4470,nc,31.2,58.6
4471,ei,33.3,48.9
4472,hb,-51.9,16.3
4473,hc,70.9,-101
4474,ac,-11.8,135.8
4475,ng,85.1,137.3
4476,hc,9.1,74.4
4477,ml,122.3,-205.3
4478,ff,142.2,8
4479,mk,35.6,-47.6
4480,gm,-106.9,3.2
4481,kk,10.2,53.4
4482,ld,-63.6,100
4483,hg,120.2,262.8
4484,gf,-12.3,-101.6
4485,hh,49.1,132.1
4486,jh,128.4,28.2
4487,nm,4.5,29.4
4488,lb,-27,-56.2
4489,ck,-0.3,-118.6
4490,ca,6.2,30.9
4491,bc,-14.8,45.4
4492,fj,7.4,202.3
4493,an,-56.2,195.3
4494,bb,47.2,76
4495,cc,47.9,43.8
4496,ef,5.8,23.1
4497,db,53.1,-189.1
4498,gb,-0.1,32.4
4499,eg,-128.1,38.7
4500,gj,-53,8.4
4501,dj,-124.2,26.7
4502,jl,-51.1,91.7
4503,bd,-36.4,17.1
4504,gl,140.7,0.8
4505,kj,-36.1,11.4
4506,ef,-36.5,-68.1
4507,da,26.1,80.4
4508,nc,-0.7,1.3
4509,mf,87.9,6
4510,gf,30.8,42.2
4511,lk,-106.4,3
4512,km,-79.6,90.9
4513,mn,25.3,123.5
4514,dm,65.2,74.4
4515,gc,32,61.3
4516,ad,58.5,246.8
4517,ai,140.5,346.4
4518,ae,137.5,303.3
4519,bj,-1.3,-29.9
4520,ab,8.1,-102.4
4521,fl,110.9,86.4
4522,di,-51.4,6.6
4523,fb,4.4,71.3
4524,dg,1.9,85.2
4525,gc,23.4,45.4
4526,la,-24.6,77.8
4527,jd,61.2,78
4528,hf,-38.3,38.3
4529,hk,4.2,27.6
4530,kj,69.9,-15.7
4531,ak,186.3,204.9
4532,gf,356.1,127.8
4533,hh,-61.3,18.3
4534,bk,-3.1,-120.5
4535,md,-10.8,40.6
4536,il,-14.6,-55.2
4537,bm,-0.7,12.5
4538,cm,83,30.8
4539,lm,62.1,196.3
4540,ee,-76.8,42.1
4541,cn,9.8,32.1
4542,eh,23.2,99.3
4543,cd,13.5,-29.7
4544,ef,2.8,101.4
4545,ca,14.9,30.9
4546,dm,-46.6,-30.5
4547,fm,87.6,27.9
4548,gf,-5.4,-18.1
4549,jk,28.5,-9.2
4550,en,-7.4,-74.3
4551,aj,-4.1,-93.2
4552,al,-8.4,-34.5
4553,jn,-22,99.3
4554,ag,195.9,132.2
4555,dj,295.5,214.8
4556,ee,3.1,13.1
4557,bd,3.1,-35.3
4558,ja,75.5,-101.8
4559,hm,-20.6,6.7
4560,in,43.8,70.6
4561,ch,-0.2,122.8
4562,lb,6.8,0.3
4563,ah,52.6,127.4
4564,ei,50.2,40
4565,da,64.3,-93.8
4566,hg,-33.8,85
4567,jh,-64.8,-49.3
4568,aa,18.9,46.5
4569,ci,-41.3,40.7
4570,jm,2.2,-34.9
4571,df,-59,12.7
4572,ad,36.9,2.3
4573,fj,-87.7,88.8
4574,hd,57.5,25
4575,lg,-1.7,88
4576,gl,3.8,91.5
4577,mn,68.4,-88.8
4578,be,1.9,72.5
4579,nm,0.9,63.3
4580,je,15.9,33
4581,ie,60.6,90.7
4582,ga,44.2,152.5
4583,le,-35.3,16.4
4584,fg,47.1,122.7
4585,jf,73.6,184
4586,nn,-2.1,6.7
4587,mc,-103.8,162.2
4588,aa,114.9,0.1
4589,lf,24.3,51.3
4590,bn,0.3,-206.9
4591,ak,226.6,54.2
4592,el,43.6,44
4593,ee,23.6,9.1
4594,hb,70.3,3.6
4595,md,10.4,113.1
4596,ah,87.7,206.3
4597,md,222,227.7
4598,gn,-44.1,-58.5
4599,cc,-136.4,1.2
4600,eg,52.4,33.8
4601,hh,-14.5,68.2
4602,bh,191.3,135.6
4603,dk,114.6,99.2
4604,ca,12.1,-94.2
4605,ek,125.4,100.3
4606,da,-9.7,50
4607,jl,16.3,23.1
4608,la,205.9,30
4609,fi,4.5,162.4
4610,fk,-18.8,1.9
4611,di,229.6,160.6
4612,mn,-16.9,-93.3
4613,ni,84.7,262.8
4614,cn,-9.6,24.7
4615,ih,36.2,-131
4616,mm,-16.6,114.3
4617,ff,-168.8,31.7
4618,ie,-23.7,25.4
4619,bd,180.8,40.3
4620,df,5.2,90
4621,cd,-42.6,60.3
4622,jf,150.7,133.2
4623,jc,-14.1,82
4624,cn,82.1,85.4
4625,cn,-47.2,18.6
4626,fk,18,32.6
4627,mb,-17.4,25.3
4628,bm,-0.3,9.6
4629,mn,63.5,127.9
4630,hk,-27.5,132.2
4631,ki,89.2,-79.1
4632,ln,-94.4,75.7
4633,jm,252,12.5
4634,ff,0.6,96.6
4635,kc,37.4,37.1
4636,en,-22.4,143.9
4637,jb,-57.3,1.2
4638,nm,-12.5,48.3
4639,hh,-89.6,166
4640,ae,266.5,16.6
4641,al,-13.6,-97.8
4642,fh,92.1,133
4643,nf,26,47.4
4644,ad,62.9,83.7
4645,bh,0.7,57.6
4646,ga,9.8,-107.5
4647,ed,17.4,-120.6
4648,dk,-8.7,157.3
4649,jl,2.8,56.6
4650,fm,99,-31.1
4651,cm,37.7,86.8
4652,bd,168.8,217.3
4653,ih,-1.4,45
4654,bi,11.8,74.3
4655,bb,176.5,401.9
4656,il,-35,99
4657,id,17.1,12.3
4658,in,113.1,140.2
4659,fl,214.5,-48.1
4660,hc,-2.5,46.5
4661,ge,-43.5,91.3
4662,lk,-139.1,-111.3
4663,hn,81.8,10.6
4664,ki,-53.5,95.4
4665,ne,-3.4,-131.5
4666,db,11.3,209.2
4667,cg,-201.8,53.8
4668,he,9.9,51.3
4669,kh,1.1,41.5
4670,eg,-110.2,5.5
4671,el,23.5,27.5
4672,jf,-4.7,84.1
4673,lm,38.5,15.6
4674,ln,90.9,3
4675,ag,166.5,84.2
4676,nd,28.6,35.1
4677,im,15.8,92.1
4678,fi,-26.4,7.1
4679,em,86,-45.4
4680,ci,240.7,74.1
4681,ik,60.9,-126.3
4682,ej,17.3,83.4
4683,ia,-15.5,20.7
4684,bh,298,100.6
4685,in,120.5,58.9
4686,fj,-14.4,29.8
4687,ba,10.6,109.9
4688,cc,-15.3,-10.1
4689,bh,26.7,39.6
4690,jb,13.7,16.5
4691,mg,120.4,222.5
4692,ef,102.5,-9.9
4693,mj,3.7,-25.7
4694,ia,155.2,1.2
4695,li,-38.7,174.9
4696,ik,49.5,74.7
4697,dh,-0.8,46.1
4698,mb,-76,62.8
4699,gl,115.5,97.5
4700,me,-6.5,34.5
4701,ni,-35.5,52.6
4702,fh,-143.5,24.6
4703,ne,26.2,77.1
4704,ba,13.1,268.4
4705,db,38.8,37.6
4706,cc,-2.5,63.3
4707,nb,-4.6,-69.8
4708,mk,114.6,29.1
4709,ii,-62,-82.5
4710,cn,70.1,-5.9
4711,if,23.8,-18.8
4712,jn,267.2,110.9
4713,lf,-26.5,54.8
4714,id,-41.9,-76.4
4715,ae,16.5,-168.4
4716,cb,78.4,52.9
4717,fg,-71.1,18.4
4718,ih,-61.8,28.9
4719,en,37.1,159.7
4720,la,-27.2,69.9
4721,fn,8.5,-2.2
4722,lm,26.6,193.9
4723,ge,-8,32.4
4724,hb,124.7,204.2
4725,kh,25.6,94.5
4726,le,33,95.2
4727,md,-6.5,-139
4728,lg,99.9,-1.2
4729,bf,19.5,91.7
4730,lf,89.2,-50.4
4731,eg,-54.6,89.3
4732,gf,-11.8,2.2
4733,df,212.7,130.3
4734,jn,5.7,85.6
4735,jd,14.7,1.6
4736,if,-33.2,88.7
4737,ma,28,90.8
4738,nj,29.6,77.5
4739,eb,230.3,-34.9
4740,lb,-19.4,12.9
4741,aj,-23,124.1
4742,ha,24.1,-175.3
4743,hi,-14.8,-62.7
4744,bc,-27.8,51.5
4745,da,67.2,94.5
4746,gc,209.9,-39.9
4747,dj,49,141.8
4748,ff,207.9,54.4
4749,fd,-2.9,33.5
4750,lc,185.7,70.6
4751,md,21.5,44
4752,kd,265.7,221.6
4753,el,266.8,70.1
4754,kl,207.9,147.4
4755,bd,-85.5,75.3
4756,kd,159.8,81.9
4757,ni,15,42.2
4758,bd,61.7,6.9
4759,ln,-75,-114.4
4760,ai,11.4,45.7
4761,ea,140.6,57.2
4762,ff,-15.8,-6.3
4763,ed,-9.3,86
4764,nb,19.6,114.4
4765,kf,10.5,16
4766,je,64.2,47.1
4767,dc,91.4,130.5
4768,di,154,174.2
4769,cg,51.7,-21.3
4770,lh,243.9,100.7
4771,im,41.1,-93.6
4772,fl,167.9,109.9
4773,fb,-42.3,153.4
4774,na,-21.8,60.1
4775,gd,143,188.2
4776,gj,-18.1,36.6
4777,fj,332.5,141.7
4778,fm,-30,101.8
4779,ag,40.9,97.9
4780,jf,29.8,212.9
4781,he,13.1,10.6
4782,db,203.4,50.8
4783,dj,248.3,158.6
4784,bn,42.6,83.1
4785,cb,-47.1,35.4
4786,bb,-4.6,36.7
4787,ga,57.7,-79.5
4788,mn,-215.5,6.9
4789,nm,83.9,0.7
4790,fi,243.1,51.8
4791,bn,1.3,-205.7
4792,ce,-12.4,50.7
4793,je,-1.7,78.3
4794,aj,97.6,37.7
4795,hd,-31.3,-132.6
4796,bl,257,4.7
4797,fj,-26.8,74.4
4798,be,63.7,61.7
4799,ii,-2.4,-73
4800,mn,148.1,92.3
4801,df,-3.6,30
4802,hm,198.8,76
4803,ll,-6.1,53.8
4804,eb,-53.1,45.1
4805,hh,24.8,60.3
4806,la,2.2,-26.1
4807,nm,91,-71.9
4808,md,214,-37.3
4809,fn,-6,80.6
4810,ei,-32.1,125
4811,am,-42.8,85.2
4812,ka,-11.2,-43.8
4813,lg,17.6,127.1
4814,il,71.1,96.6
4815,hf,-94.7,58.4
4816,ie,81.7,70.6
4817,lm,137.9,224.8
4818,lb,104.2,-52.2
4819,kf,-26.7,-26.3
4820,ec,-1.4,35.5
4821,gi,-27.6,22.3
4822,nl,119,-9.5
4823,ka,15.3,-71.1
4824,kg,-72.9,-164.9
4825,eh,51.6,5
4826,ll,13.5,-1.3
4827,ef,0,94.1
4828,fj,17.4,-3.8
4829,mi,53.4,57.7
4830,jb,21.9,18
4831,hc,181.3,87.7
4832,kh,-12.2,-4.1
4833,gm,6.8,168.8
4834,le,0.7,18.5
4835,if,3.4,38.5
4836,bg,135,198.3
4837,cj,108,161
4838,lc,-10.4,23.7
4839,dm,-17.9,-77.5
4840,dj,-2.2,31.8
4841,kh,70.8,81.3
4842,il,12.5,47
4843,kn,65.9,118.4
4844,nd,160.7,239
4845,fi,-37.4,72.8
4846,ni,41.2,74.8
4847,lm,-11.7,141.3
4848,ie,-0.4,4.2
4849,fm,-22.6,108.9
4850,de,46,160.7
4851,kf,-14.8,21
4852,fj,-50.4,-27.8
4853,kk,-4,-28.1
4854,bj,1.7,-127.1
4855,ka,-23.7,89.6
4856,lm,7.9,-71.2
4857,ff,7.8,4.7
4858,jj,-8.4,77.2
4859,lg,-39,88.5
4860,cl,239.4,177.5
4861,me,-110,270.4
4862,mj,23.7,66.2
4863,kl,-160.5,17.1
4864,jn,178.8,-61.9
4865,ng,-71.4,108.8
4866,ej,-1,32.2
4867,kj,273.8,141.4
4868,bc,172.1,164.2
4869,de,53.4,27.2
4870,ne,-29.7,41.7
4871,ih,-10,10.3
4872,ij,-42.9,-127
4873,nk,337.9,145.9
4874,ih,-12.5,-29.8
4875,lj,1.9,57.1
4876,in,3.8,20.2
4877,ig,37.5,75.4
4878,hd,-2.1,19.9
4879,fd,195.2,187.6
4880,dk,-2.9,74.7
4881,al,163.9,105.4
4882,em,20.7,47
4883,lh,182.1,47.6
4884,bg,-70.7,3.2
4885,ad,84.1,46.6
4886,dn,6.5,203.5
4887,cn,6.8,10.8
4888,lh,15.4,55.9
4889,mh,14,51.6
4890,gj,-20.7,71.4
4891,dk,270.1,-1.2
4892,cg,-261.6,238.8
4893,jl,-13.9,78.5
4894,gf,-25.7,236.2
4895,fd,185.2,35.1
4896,bi,79.4,69.7
4897,ma,192.2,138.7
4898,ig,70.7,105.2
4899,ie,117.8,63.2
4900,kc,18.8,-85.8
4901,cf,-12.7,38
4902,kg,16,63.8
4903,jg,20.1,198.1
4904,bf,8.7,57
4905,ma,132.3,107.3
4906,ik,279.2,165.6
4907,ak,45.8,99.2
4908,cj,26.6,22.2
4909,em,3.1,-169.1
4910,jg,-1,4.1
4911,kc,57.9,1.2
4912,bc,-12.7,46.5
4913,lh,-5.3,2.8
4914,dn,98.4,-193.4
4915,mh,-48.8,90.7
4916,ie,43.6,2.3
4917,nb,120.1,-179.8
4918,hn,-60.6,19.1
4919,kf,91.3,102.9
4920,bm,-36.6,3.5
4921,in,-2.7,18.4
4922,gm,166.3,-13.8
4923,gj,38.8,54.5
4924,nh,-17.9,-3.4
4925,ka,-98.9,100
4926,hn,-41,65.7
4927,bd,-7.3,176.7
4928,mk,-1,38.5
4929,en,10,110.3
4930,gh,-28.5,54
4931,bg,-111,26
4932,ie,-10.1,74.1
4933,fg,-123.4,69.4
4934,hb,74.4,110.1
4935,gl,37.5,43
4936,gl,231.9,99.6
4937,id,225,31.3
4938,ib,-31.8,23.9
4939,cb,16.9,-104.1
4940,fm,72.6,44
4941,fi,-96.4,83.5
4942,cl,5.2,-100
4943,nb,53.2,44.1
4944,ln,60,88
4945,gf,-19.5,52.3
4946,ij,-33.6,22.7
4947,nn,86.9,3.5
4948,le,-58.9,45.3
4949,eg,191.4,91.6
4950,kk,17.4,37
4951,ie,-22.3,19
4952,hg,107,4.1
4953,nc,270.6,192.9
4954,cd,94.6,28.2
4955,fj,136.6,74.7
4956,gd,-11.6,-17.8
4957,bj,-2.5,53.3
4958,ak,24.8,84.2
4959,kf,-17.1,34.2
4960,mk,2.8,72
4961,mm,91.6,81.3
4962,le,-67,70.4
4963,nm,-14.8,28.3
4964,cd,21.8,-94.8
4965,bf,-20.7,8.4
4966,mb,3.8,-190.5
4967,bh,-12.6,10.3
4968,gi,-19.5,33.4
4969,if,20.9,75.9
4970,bf,-85.9,176.4
4971,jk,24.4,14.8
4972,db,1.5,38.5
4973,dj,15.5,64.4
4974,hd,163.9,-18.1
4975,lm,157.6,71.1
4976,kf,175.4,83.4
4977,bc,75.8,176.3
4978,dk,85.2,92.7
4979,bg,65.7,143.4
4980,cd,-158.4,93.2
4981,nm,68.8,65.9
4982,ff,115.2,309.5
4983,kg,-28.8,-122.4
4984,hf,-48,149.7
4985,fa,94.6,84.3
4986,cf,48.2,-74.2
4987,jn,-35.7,42.5
4988,am,59.4,90.4
4989,fn,7.2,38
4990,ej,243.1,210.1
4991,aa,31.6,2
4992,kj,76.1,85
4993,gk,262.5,79.7
4994,ag,-82.7,196.3
4995,ab,-0.6,-51
4996,aj,-135.9,30
4997,dh,205.9,67
4998,lb,-1.3,28.4
4999,ae,-51,42.6
5000,jl,4.8,10.5
5001,nk,32.8,55
5002,in,25.3,1.1
5003,ki,2.6,-50.8
5004,ig,-51,45.3
5005,cc,42.3,24.8
5006,db,4.9,-9.5
5007,hg,39.4,203.5
5008,hg,28.1,67.2
5009,fj,-6.3,33.6
5010,ch,-4,10.4
5011,ek,-38.1,28.3
5012,be,155,191.6
5013,ie,-13.5,96.4
5014,nn,164,-1
5015,hc,-10.5,-87.4
5016,hl,-14.4,-17.1
5017,ma,-26.6,-104.7
5018,fc,12.9,27.5
5019,kb,58.3,11
5020,ek,169.7,12.5
5021,eg,133.8,28.8
5022,nb,77.2,83.6
5023,cd,10.1,-58.2
5024,mg,25.2,89.3
5025,cg,141.6,207
5026,le,222.5,148.9
5027,dg,151.5,68.3
5028,km,-10.4,51.3
5029,gn,-70.7,82.5
5030,db,18.8,147.9
5031,mm,20,87.1
5032,an,-32.7,-77.6
5033,nk,10.7,57.1
5034,ii,-35.4,14.7
5035,fm,-48.2,73.9
5036,dn,3.2,31.6
5037,ce,4.4,21.3
5038,cd,-58.5,-77.3
5039,me,-3.3,9
5040,ad,117.1,79.6
5041,ma,-13,56.5
5042,hc,-74.1,26.8
5043,bh,100.9,305.1
5044,fj,-44.4,24.8
5045,ll,63.3,98.1
5046,ab,1.6,46.6
5047,in,-4.9,7.8
5048,ad,-111.5,-41
5049,fl,-35.9,75.9
5050,ji,51.1,14.4
5051,fk,206.3,-30.8
5052,nb,174.5,149.3
5053,li,-28.2,-60.2
5054,de,29,22.7
5055,ca,45.9,77.8
5056,an,47.2,167.4
5057,gl,-7.4,69.3
5058,ba,-9.9,134.3
5059,bf,239,174
5060,lk,-42.5,199.2
5061,la,89.3,55.6
5062,ki,-39.8,35.7
5063,hd,210.4,62.1
5064,nk,30.2,122.8
5065,bh,8.8,28.8
5066,la,180,124.6
5067,gk,-135,80.5
5068,gk,5.3,-163.9
5069,ha,38.2,78
5070,ck,-8.2,58.6
5071,bm,83.2,27.4
5072,ai,-0.1,97.9
5073,bd,-25.3,273.2
5074,fi,-48.5,-146.5
5075,ee,176.5,198.7
5076,ec,38.8,-15.3
5077,im,59.8,25.1
5078,ag,-19.3,44.3
5079,kn,28.9,9
5080,ca,26.6,78.5
5081,db,9,108.5
5082,ib,-47.2,36
5083,al,-196.3,58.7
5084,nd,2.1,97.5
5085,mb,32.3,48.7
5086,ck,135.7,84.3
5087,ha,10.6,66.4
5088,nj,-36.3,6.1
5089,mn,194,181.4
5090,ll,-34.8,-94.9
5091,ef,2.5,-31.8
5092,nc,47.9,75.8
5093,ia,-75.8,40.5
5094,bd,41.6,50.4
5095,ge,27.7,-20.6
5096,ek,38.2,69.3
5097,da,120.8,2.1
5098,cb,-58.9,82.9
5099,nl,7.1,-15.4
5100,dc,4.5,-26.7
5101,gg,0.4,158.6
5102,da,28.2,81.1
5103,da,2.1,58.4
5104,la,15.5,37.9
5105,lg,57.6,14.2
5106,ah,55.1,42.2
5107,ja,-101.5,54.5
5108,fa,23.6,24.6
5109,da,4.2,69.8
5110,ic,-47.2,-83.7
5111,lh,83.3,-61.8
5112,ld,-191.7,86.6
5113,kn,34.6,61
5114,in,16.1,33.3
5115,dh,-6.1,-23.2
5116,cg,-116.4,85.9
5117,bf,0.4,41.3
5118,kk,-7.5,78.9
5119,nk,13.9,5.5
5120,je,33.5,24.3
5121,fm,24.1,8.5
5122,ae,-55.1,95.3
5123,en,46.9,150.7
5124,ia,-107.1,42.1
5125,ia,124.6,168.3
5126,ck,-69.3,161.7
5127,dh,-48.6,183.3
5128,fi,177.1,-40.8
5129,kh,156.8,226
5130,cg,-41.9,64.5
5131,eb,1.6,17.3
5132,dd,25.1,60
5133,ma,-109.3,-75.2
5134,ha,20.4,-40.5
5135,lg,266.8,-36.6
5136,hi,262.5,315.4
5137,de,163.8,175.8
5138,ei,58.4,-102.6
5139,ih,10.7,-86.7
5140,bf,36.8,117.3
5141,he,91.6,181.1
5142,hk,-4.1,-136.3
5143,mn,107.9,134.5
5144,mn,92.9,-29.8
5145,db,69.7,80.4
5146,ci,15,82.8
5147,hi,12.8,242.7
5148,mc,0.6,29.5
5149,bm,143.5,316.9
5150,ah,-18.7,-76.6
5151,eg,5.7,179.1
5152,if,78.7,118.9
5153,ng,-11.1,49.4
5154,fl,7.4,-138.2
5155,ae,-22.2,8.7
5156,en,158.6,225.7
5157,nf,-8.3,96.4
5158,me,-14.4,71.5
5159,ld,98.1,40.3
5160,ed,1,1.3
5161,gf,-3.4,118.9
5162,gk,36.6,92.7
5163,cb,19,163.3
5164,ll,-17.3,83.1
5165,la,4,80.2
5166,fa,200.6,-19.6
5167,ij,-88.5,46.9
5168,ne,7.1,52.1
5169,ae,-41.3,-132.9
5170,eh,204.5,233.4
5171,kl,223.2,242.7
5172,be,-7.1,-279.9
5173,nc,-2.1,85.3
5174,ac,37.4,80
5175,dm,277.6,209.8
5176,di,-142.7,69.3
5177,kg,-0.5,-5.8
5178,kk,46,36
5179,dj,-6.1,12.2
5180,cj,111.1,-47.8
5181,hh,22.9,-48.8
5182,je,-88.1,62.8
5183,mk,-41.4,-170.1
5184,li,166.2,154.2
5185,kf,35.7,1.7
5186,fi,-4.5,32.7
5187,gj,-32.3,124.4
5188,ah,22.8,5.9
5189,ki,-64.6,4.4
5190,gi,-58.2,69
5191,lg,1.7,65.5
5192,ec,39.3,-134.9
5193,ij,111.7,182.6
5194,cm,251.5,178.7
5195,mf,-9.2,-36.6
5196,jk,81.2,-66.2
5197,kd,27,1.2
5198,hc,30,0.5
5199,am,85.1,-37
5200,kd,-8.6,-70.8
5201,dk,-38.4,-76.4
5202,kg,109.6,0.1
5203,gm,-8.2,75.2
5204,ac,-38,84
5205,jg,-156.1,-101
5206,in,68,124.4
5207,be,87.5,273.4
5208,ka,30.4,7.5
5209,lc,153.2,107.7
5210,cg,-15.2,93.8
5211,ka,-27.3,3.8
5212,mi,40.1,56.4
5213,mn,116.8,288
5214,jn,47.2,121.4
5215,hg,-28.4,85.8
5216,eh,179.5,131.1
5217,if,-64.7,-62.5
5218,im,167.9,114.5
5219,mk,-48.4,-86.5
5220,ll,-5.5,85.3
5221,bg,-41.1,53.7
5222,ld,10.8,135.6
5223,dl,30.1,81.6
5224,ee,98.6,276.7
5225,bh,-0.1,76.4
5226,fd,240.6,-47.9
5227,fi,-105.5,97.8
5228,dj,-45.2,42.7
5229,il,2.1,13.2
5230,hl,-33.4,45.1
5231,hc,-80.4,225.5
5232,gi,4,43.6
5233,gc,68.6,-45
5234,bm,-13.3,196
5235,dg,7.3,44.7
5236,hj,78.5,-197.3
5237,bc,28.6,86.3
5238,hc,-22.5,9.2
5239,ek,118.7,-2.9
5240,fd,4.8,90.2
5241,il,-37.4,32.4
5242,gg,12,165.6
5243,na,-114.2,49.2
5244,em,131.6,31.6
5245,ce,-96.1,79.9
