Id, Name, Gender, Grade_math, Grade_cs
7761,ee,F,1.7,1.2
7762,en,M,60.1,60.0
7763,nl,M,48.1,35.6
7764,cb,M,2.4,78.9
7765,ik,F,36.5,23.1
7766,jk,F,19.2,8.1
7767,ji,F,15.8,4.1
7768,cc,M,35.1,89.3
7769,ge,F,44.9,33.7
7770,fm,M,52.8,70.20401
7771,cm,F,0.1,0.1
7772,if,F,22.3,2.7
7773,gh,F,1.7,0.2
7774,il,F,13.5,5.5
7775,ag,F,6.8,3.5
7776,ca,M,8.7,75.0
7777,ic,M,31.8,56.3
7778,cd,M,57.3,85.847336
7779,gj,F,12.6,6.3
7780,ij,F,33.7,5.4
7781,em,M,31.5,21.2
7782,ab,M,69.85951,14.6
7783,fk,M,30.2,45.7
7784,lg,F,17.1,14.8
7785,ch,M,48.04324,20.9
7786,lk,F,10.4,6.5
7787,nj,F,12.2,4.1
7788,dm,F,5.1,1.7
7789,mj,M,0.7,49.9
7790,hi,M,0.8,22.100855
7791,lg,M,25.4,59.2
7792,jl,F,59.4,8.1
7793,gd,F,44.9,29.6
7794,nc,M,14.4,2.0
7795,jf,F,0.5,0.4
7796,ld,F,40.4,12.2
7797,mn,F,13.4,3.5
7798,al,M,29.3,61.8
7799,dm,M,8.0,54.7
7800,ck,M,78.7,35.6
7801,ee,M,4.4,22.2
7802,nd,M,88.0,69.48049
7803,cb,F,89.8,52.3
7804,ic,M,50.90247,95.4
7805,ke,F,7.2,3.7
7806,kl,F,31.6,20.8
7807,ga,M,1.3,21.8
7808,mi,M,35.2,1.7
7809,il,M,69.4,18.8
7810,ak,F,0.8,0.4
7811,fm,M,2.0,9.1
7812,jl,F,82.4,19.8
7813,mc,M,4.1,8.7
7814,fc,F,35.7,35.4
7815,kb,M,29.3,3.4246016
7816,mh,M,0.5,12.6
7817,hl,F,4.4,1.8
7818,li,M,1.5,18.9
7819,bk,M,4.8,3.9
7820,gf,M,44.8,77.5
7821,lm,M,37.0,59.6
7822,mc,F,23.0,7.4
7823,eg,M,74.2,19.5
7824,nl,F,7.9,7.7
7825,nn,M,22.2,64.55198
7826,ik,F,7.6,2.2
7827,nl,M,69.5,31.070179
7828,hh,M,43.8,40.9
7829,bm,F,17.3,1.2
7830,jd,M,58.847134,70.710724
7831,mj,M,4.1,46.0
7832,lm,F,2.1,0.5
7833,cm,M,66.3,96.1
7834,aa,F,10.6,6.8
7835,ma,M,54.550655,31.0
7836,di,M,42.4,48.2
7837,jf,M,5.0,55.557846
7838,nd,M,1.9,17.4
7839,hn,M,37.5,90.6
7840,gh,M,16.0,2.7
7841,hc,F,0.5,0.0
7842,md,M,80.1,48.1
7843,kb,M,3.2,82.1
7844,he,M,16.3,37.2
7845,ni,F,9.2,2.3
7846,db,M,1.0,75.5
7847,bj,F,64.4,3.7
7848,bg,F,13.7,10.4
7849,bl,F,1.2,0.7
7850,bj,F,18.9,12.8
7851,eg,M,74.9,50.0
7852,ae,F,59.9,31.9
7853,hj,F,7.1,6.8
7854,ad,M,59.0,71.9
7855,dg,M,10.2,60.6
7856,hc,F,16.7,2.6
7857,ia,M,23.3,31.38817
7858,kk,F,13.2,10.3
7859,jn,F,3.9,1.7
7860,hh,M,30.2,32.3
7861,ei,F,0.9,0.6
7862,mb,M,6.6,45.29298
7863,kf,M,1.1,96.1
7864,da,M,24.0,5.4
7865,gl,M,0.1,26.8
7866,an,M,91.6,42.6
7867,id,M,43.3,1.2
7868,gm,F,17.2,16.5
7869,lg,F,36.7,26.6
7870,na,F,1.5,1.0
7871,ll,F,34.6,15.4
7872,hf,M,10.9,55.2
7873,ef,F,35.5,5.3
7874,lf,F,2.9,0.5
7875,kb,M,6.7,72.4
7876,ik,M,2.9,22.2
7877,em,M,17.3,6.9
7878,hm,M,86.9,26.2
7879,eh,M,3.3,15.2
7880,le,F,23.4,3.7
7881,nc,M,92.1,46.1
7882,mb,M,44.89118,48.4
7883,ab,M,22.128658,29.414474
7884,gf,M,26.9,8.0
7885,en,F,26.6,11.7
7886,jl,F,68.43604,73.0
7887,cc,F,3.7,3.4
7888,gb,F,5.4,4.5
7889,ek,M,0.3,4.5556936
7890,ej,M,30.1,25.3
7891,lc,F,14.4,5.7
7892,kk,F,49.6,3.5
7893,fn,M,33.3,58.59764
7894,jf,F,0.5,0.4
7895,gd,M,0.2,33.5
7896,ja,M,5.5,34.4
7897,cj,F,2.7,0.9
7898,ij,M,19.3,54.64709
7899,nj,F,12.9,0.8
7900,hb,F,70.6,36.0
7901,ll,M,46.7,28.4
7902,gl,F,7.7,4.7
7903,cg,F,0.2,0.0
7904,lf,M,45.0,50.340153
7905,lf,M,39.4,66.10757
7906,mj,M,88.5,82.3
7907,ik,M,54.2,4.3
7908,ea,M,91.7,66.4
7909,ne,M,70.20373,50.3
7910,gi,M,20.6,47.5
7911,jb,M,15.3,21.7
7912,ak,F,5.7,3.0
7913,em,F,32.9,0.7
7914,fa,M,61.4,87.3
7915,gk,M,83.5,30.8
7916,cn,M,20.7,46.4
7917,ii,M,1.9,3.5
7918,dd,M,28.3,56.6
7919,bg,F,19.7,7.9
7920,af,F,49.4,16.6
7921,lk,M,13.6,17.0
7922,gg,F,92.2,14.8
7923,if,F,1.9,0.4
7924,jk,F,46.2,13.4
7925,ll,F,56.9,13.1
7926,ag,F,82.1,44.4
7927,kl,F,20.0,11.7
7928,mf,F,40.1,18.2
7929,cn,M,3.2,32.8
7930,aj,F,0.3,0.0
7931,ad,M,29.106329,86.58295
7932,ek,F,20.2,9.4
7933,fm,M,50.6,15.492644
7934,jc,M,32.8,65.6
7935,ne,F,38.1,0.6
7936,jn,F,16.8,8.8
7937,mi,M,8.3,55.5
7938,kj,M,76.4,14.838254
7939,aj,F,55.7,38.0
7940,ff,F,5.0,0.2
7941,ma,F,4.8,3.0
7942,an,M,97.0,15.0
7943,fd,M,38.3,98.9
7944,ch,F,40.4,30.8
7945,gl,F,18.1,6.5
7946,jg,F,17.9,8.2
7947,nn,M,14.3,39.4
7948,cf,F,1.3,0.1
7949,el,F,69.2,3.9
7950,aj,F,54.2,46.5
7951,ll,F,1.5,0.9
7952,jm,F,30.1,20.3
7953,nm,M,1.6,50.3
7954,ej,F,2.2,0.7
7955,am,F,6.6,1.9
7956,fe,M,1.2,14.321355
7957,kd,F,47.4,13.0
7958,ad,M,13.8,81.4
7959,bj,F,6.4,1.1
7960,ie,F,6.5,3.6
7961,ii,M,19.5,71.3
7962,nm,F,15.4,4.2
7963,bl,F,34.9,8.3
7964,nf,M,7.1,61.0
7965,bf,F,16.9,16.5
7966,dh,M,21.151325,73.6
7967,mc,F,13.8,1.2
7968,eg,F,7.7,3.6
7969,jh,M,6.6522145,2.6459553
7970,di,F,4.8,3.4
7971,cd,F,7.0,0.3
7972,bf,F,2.3,1.9
7973,lk,F,14.6,12.7
7974,fm,M,50.6,63.560665
7975,ej,M,31.0,13.8
7976,lk,F,28.3,20.3
7977,ff,F,51.4,23.7
7978,cd,F,20.8,16.7
7979,cl,M,8.0,41.1
7980,gm,F,2.9,0.7
7981,mi,M,70.6,70.6
7982,ne,M,23.742744,62.3
7983,eh,M,73.6,15.3
7984,ij,F,5.6,3.8
7985,mk,F,12.5,2.6
7986,ln,F,88.5,3.3
7987,bl,F,8.7,1.2
7988,bb,F,19.170692,78.1
7989,gn,M,2.0,41.6
7990,li,M,29.739826,9.4
7991,bk,F,29.3,18.2
7992,gb,F,56.7,12.2
7993,hg,F,37.0,23.7
7994,hh,M,93.6,83.3
7995,ih,F,51.7,6.8
7996,dl,M,37.3,59.988037
7997,bg,M,19.3,49.5
7998,ag,M,33.9,71.5
7999,gj,M,6.8,16.9
8000,im,M,16.3,4.9530206
8001,ka,M,23.9343,76.2
8002,dc,M,11.339948,29.9
8003,ci,M,6.7,2.2
8004,hi,M,0.7,29.5
8005,ag,M,6.7,59.5
8006,gf,F,52.8,7.7
8007,nk,M,1.7,55.6
8008,eb,F,34.0,2.1
8009,fa,F,4.8,2.9
8010,ji,M,47.0,15.9
8011,ah,F,29.8,12.2
8012,gd,M,5.3,14.1
8013,ee,M,0.0,13.6
8014,ja,M,59.0,30.1
8015,bg,F,44.4,22.1
8016,bm,M,66.2,5.9305625
8017,nn,M,38.8,30.2
8018,nb,F,16.9,8.3
8019,nn,F,10.7,1.3
8020,ck,M,0.4,57.6
8021,ml,M,4.3,27.7
8022,fa,M,7.7,52.3
8023,ml,M,6.2,3.1
8024,bi,F,10.2,5.3
8025,fg,F,8.2,6.1
8026,kk,F,27.0,0.5
8027,al,M,77.2,40.312042
8028,ck,M,28.573235,22.499651
8029,hn,F,3.4,0.1
8030,ga,F,9.3,2.4
8031,hi,M,46.0,22.9
8032,cc,F,36.6,35.0
8033,ae,M,57.5,28.65989
8034,dj,F,34.2,26.8
8035,fd,F,2.1,0.6
8036,fi,M,38.1,44.5
8037,ea,F,27.9,15.7
8038,la,M,25.6,28.0
8039,fb,F,41.2,24.2
8040,aa,F,23.7,4.0
8041,da,M,1.1,81.1
8042,bm,M,10.5,96.3
8043,fj,M,16.5,16.4
8044,bb,F,14.0,1.3
8045,gl,M,12.3,20.7
8046,mg,F,13.6,1.5
8047,lg,F,38.1,11.2
8048,mb,M,27.5,32.2
8049,kg,F,3.2,0.2
8050,bl,F,22.8,7.3
8051,ge,M,15.2,13.1
8052,en,M,71.9,87.9
8053,gb,F,25.6,7.7
8054,ck,M,39.6,31.3
8055,mc,M,26.2,40.0
8056,kh,F,21.5,7.2
8057,ad,M,67.1,70.9
8058,km,M,18.4,36.1
8059,ln,F,22.0,12.4
8060,im,M,18.5,68.9
8061,fb,F,8.2,3.3
8062,ii,M,30.9,7.2
8063,aa,F,50.5,3.3
8064,ma,F,37.8,18.2
8065,dl,F,11.5,2.8
8066,jm,M,7.3,13.5
8067,fb,F,26.7,13.4
8068,em,F,4.7,1.9
8069,jh,F,17.1,2.6
8070,lj,M,2.8,92.2
8071,fl,F,19.6,16.9
8072,ba,F,86.2,14.7
8073,am,F,2.0,0.6
8074,kf,F,1.7,1.3
8075,nc,M,0.9,75.1
8076,id,F,10.9,1.4
8077,fi,F,0.5,0.1
8078,ag,M,14.7,4.2
8079,ne,F,6.5,0.3
8080,em,M,8.8,9.9
8081,be,F,4.4,3.7
8082,dl,M,29.0,17.8
8083,je,F,13.6,1.6
8084,nk,M,53.224133,5.071929
8085,de,M,9.3,8.4
8086,jg,F,9.3,9.0
8087,ld,F,14.5,10.7
8088,kg,M,38.4,58.6
8089,jb,F,6.8,4.8
8090,fg,F,4.0,2.2
8091,cb,F,3.9,1.8
8092,kk,M,46.0,35.1
8093,hn,F,3.3,2.7
8094,kg,M,34.3,73.0
8095,fe,F,26.5,20.9
8096,mn,M,48.7,12.4
8097,hg,M,3.9,36.1
8098,ik,F,40.1,21.7
8099,jc,F,33.7,1.5
8100,nm,F,24.9,10.8
8101,ml,M,39.8,76.9
8102,ll,F,37.0,27.9
8103,ae,F,1.7,1.1
8104,jg,M,0.6882879,89.792725
8105,jb,M,11.1,81.9
8106,bn,F,0.0,0.0
8107,cb,M,0.1,86.2
8108,bj,M,24.2,9.1
8109,gm,M,8.2,13.5
8110,jc,F,36.3,23.8
8111,he,M,39.3,98.4
8112,fh,F,79.7,6.1
8113,bm,M,55.3,90.0
8114,ag,M,27.8,1.8
8115,mj,F,0.3,0.2
8116,hb,F,2.1,0.6
8117,cc,M,58.685566,30.0
8118,ll,M,2.6,59.0
8119,bi,M,33.211216,93.8
8120,el,M,46.2,14.6
8121,an,F,14.9,10.0
8122,ag,F,2.6,1.7
8123,lb,M,9.5,60.3
8124,ij,F,52.7,42.6
8125,ha,M,11.1,66.88235
8126,bd,F,33.2,20.1
8127,fk,M,40.9,78.3
8128,gn,F,9.4,4.3
8129,dm,F,50.6,47.9
8130,ng,M,1.6,39.86242
8131,ch,M,5.6,17.1
8132,ch,F,14.6,11.1
8133,jh,F,19.4,16.9
8134,fh,F,22.3,6.3
8135,dh,M,3.1,52.7
8136,bd,M,19.7,29.6
8137,bm,F,8.6,2.2
8138,nd,F,72.3,31.6
8139,cd,M,60.906925,36.4
8140,ah,F,33.7,14.6
8141,li,F,22.6,6.2
8142,ck,M,94.9,16.365452
8143,im,M,7.8,21.9
8144,in,M,44.6,24.0
8145,fe,M,62.0,26.4
8146,hb,F,12.0,3.5
8147,mk,M,69.8023,53.719334
8148,ce,F,2.2,0.8
8149,ia,M,3.9,71.4
8150,hm,M,83.3,46.8
8151,gk,F,10.4,1.2
8152,ch,F,7.7,0.9
8153,kh,F,46.1,14.8
8154,mb,M,7.5,41.4
8155,cb,M,17.6,76.9
8156,ml,F,5.6,0.9
8157,ab,F,7.7,4.5
8158,jf,M,95.2,52.227905
8159,jf,F,3.2,1.6
8160,fl,M,25.9,30.7
8161,hl,M,2.4,71.6
8162,ce,F,24.6,5.4
8163,ag,M,1.1,17.0
8164,eb,M,6.5,27.4
8165,em,F,20.0,1.2
8166,gn,F,3.0,1.9
8167,fd,M,37.6,23.890915
8168,id,F,28.3,14.7
8169,ik,M,9.9,5.8108187
8170,cn,F,0.9,0.5
8171,ak,F,5.2,4.9
8172,mn,F,4.8,1.2
8173,ge,F,5.9,2.2
8174,df,M,22.3,40.1
8175,dh,M,8.34048,3.47423
8176,jg,F,21.8,3.3
8177,ig,F,2.8,0.9
8178,mc,F,66.7,19.0
8179,eb,F,10.9,3.2
8180,da,M,2.2,35.9
8181,bk,F,0.2,0.2
8182,hi,M,13.1,33.9
8183,ef,F,42.8,21.6
8184,km,F,10.7,8.2
8185,ln,M,43.5,23.5
8186,em,F,10.2,0.8
8187,kd,M,35.634056,69.74782
8188,nf,F,4.2,1.0
8189,mc,F,5.5,0.1
8190,fh,M,75.6,99.4
8191,hk,F,62.2,16.8
8192,im,F,7.7,4.7
8193,ge,F,16.6,2.6
8194,ic,F,25.0,18.3
8195,il,M,61.1,33.0
8196,ni,M,6.9,86.2
8197,ke,M,7.3,18.8
8198,nj,M,98.9,5.7
8199,bk,F,11.2,2.2
8200,hm,M,10.895662,57.86293
8201,he,M,94.6,3.1
8202,jc,F,74.4,14.7
8203,ne,M,42.23222,3.2946198
8204,if,M,1.3,46.5
8205,le,F,53.9,29.7
8206,in,M,8.1,65.9
8207,jl,M,84.1,49.6
8208,fj,F,78.3,23.3
8209,fb,M,55.405136,80.8
8210,hb,F,10.9,3.6
8211,cn,M,79.9,71.137474
8212,cg,F,19.3,0.5
8213,ll,F,4.1,1.5
8214,ck,F,30.5,11.0
8215,fm,M,12.7,71.2
8216,lh,M,12.3,60.0
8217,ln,F,3.8,1.6
8218,md,M,47.1,81.1
8219,eg,M,4.1,41.7
8220,nf,M,0.1,10.9
8221,ge,M,2.6,2.0
8222,al,M,30.9,74.5
8223,di,F,21.1,8.8
8224,jk,M,14.2,20.1
8225,gd,M,34.1,4.5
8226,hh,F,12.8,9.7
8227,be,F,4.9,0.7
8228,hn,M,41.3,42.2
8229,je,F,24.2,16.6
8230,lg,M,20.6,40.6
8231,bh,M,32.7,64.2
8232,mi,M,5.5,50.0
8233,ll,M,10.5,39.2
8234,gi,F,11.5,2.3
8235,ij,F,7.5,1.3
8236,fg,M,15.2,84.9
8237,fj,M,57.7,66.7
8238,fk,M,22.010824,21.5
8239,cf,F,6.8,3.9
8240,df,F,49.3,30.6
8241,ib,M,6.0,42.8
8242,lb,F,0.8,0.1
8243,mh,F,38.1,9.6
8244,lk,M,3.6,84.1
8245,il,M,82.6,9.8
8246,dg,M,64.5,3.5
8247,jd,M,33.5,65.91763
8248,mh,F,21.1,4.6
8249,kg,M,62.3,77.9
8250,cm,M,37.3,1.4
8251,gd,F,2.1,1.1
8252,ad,M,15.4,7.6212525
8253,cd,M,15.3,6.8
8254,lm,F,3.0,0.1
8255,ch,M,51.9,22.666746
8256,mi,F,3.5,0.7
8257,kg,M,8.010358,40.0
8258,em,M,4.7,93.3
8259,ka,M,62.8,29.9
8260,gk,F,20.2,6.8
8261,jm,F,11.0,5.5
8262,am,F,33.1,19.9
8263,kk,M,22.4,65.7
8264,je,M,36.2,43.22311
8265,cg,M,22.1,14.2
8266,ge,M,8.2,40.6
8267,ln,M,38.8,4.7
8268,ah,M,6.0,59.9
8269,ea,M,13.6,20.9
8270,nj,F,0.1,0.0
8271,hd,F,8.0,7.0
8272,db,M,26.5,19.4
8273,ki,F,2.3,1.5
8274,ja,M,74.8,68.3
8275,jc,F,1.7,0.6
8276,jh,M,2.5,77.4
8277,mf,F,3.0,2.4
8278,gm,M,9.6,8.6
8279,mk,F,26.0,19.7
8280,ca,M,6.7,49.8
8281,ij,M,51.7,75.2
8282,be,M,5.4,52.3
8283,ce,F,2.3,1.4
8284,be,F,8.7,6.7
8285,ec,M,35.5,47.5
8286,bi,F,10.9,8.1
8287,de,M,15.2,33.6
8288,jh,M,2.9,33.3
8289,fm,F,2.2,0.3
8290,ba,M,1.4,58.1
8291,ca,F,51.9,45.9
8292,bl,F,34.0,11.4
8293,fc,F,21.8,2.5
8294,ln,F,2.1,0.5
8295,gm,F,11.3,2.1
8296,cg,M,34.6,50.4
8297,hc,F,26.8,3.9
8298,nb,F,3.9,1.6
8299,ka,M,59.8,47.4
8300,jh,M,38.3,16.935343
8301,bj,M,0.2,19.6
8302,fg,M,25.9,9.0
8303,af,F,6.6,3.3
8304,dd,M,50.4,28.6
8305,fj,M,67.5,29.6
8306,ei,F,0.0,0.0
8307,el,F,30.8,6.1
8308,la,M,74.5,30.1
8309,ee,M,5.0,72.5
8310,gd,M,5.4,67.3
8311,mk,F,13.1,4.4
8312,lk,M,6.4,32.1
8313,jh,F,0.2,0.0
8314,ha,M,43.9,88.4
8315,df,F,12.4,0.0
8316,ij,M,9.5,30.1
8317,lm,M,36.9,54.3
8318,ah,F,20.1,8.0
8319,bk,F,15.5,6.3
8320,fm,M,19.5,60.9
8321,cn,M,14.2,12.3
8322,hi,F,3.6,0.2
8323,jd,F,0.6,0.1
8324,ja,M,29.8,28.661528
8325,de,F,48.2,0.8
8326,fb,F,56.3,18.3
8327,fd,M,19.1,17.7
8328,ad,F,5.0,1.5
8329,al,M,84.6,95.9
8330,bi,M,7.0,69.5
8331,am,M,6.2,62.1
8332,ek,M,72.6,83.2
8333,ma,F,5.1,3.4
8334,jd,M,18.9,42.0
8335,ln,F,50.1,27.1
8336,bd,F,2.9,1.3
8337,lm,M,77.6,75.1
8338,dj,M,1.0,23.5
8339,la,F,14.9,5.4
8340,bm,F,4.2,1.7
8341,fa,F,4.0,2.9
8342,fg,M,21.9,83.0
8343,he,F,16.4,13.0
8344,dd,M,2.8,72.5
8345,ic,M,85.2,18.5
8346,eb,F,22.6,18.5
8347,nh,M,98.3,58.5
8348,ji,M,7.8,14.1
8349,ak,M,94.4,98.4
8350,la,F,33.5,28.1
8351,jc,M,90.8,97.1
8352,hl,M,33.3,47.4
8353,cg,F,14.3,4.9
8354,lh,F,61.9,9.0
8355,ab,F,4.6,2.2
8356,bf,F,0.5,0.0
8357,hf,M,84.89896,92.2
8358,jc,M,43.9,22.0
8359,jk,M,64.0,14.677426
8360,fe,M,22.2,19.6
8361,di,F,6.2,2.8
8362,gk,M,41.9,27.8
8363,lb,F,18.8,3.7
8364,db,M,86.9,13.0
8365,hh,F,5.2,4.5
8366,lj,F,11.3,2.1
8367,kl,F,2.9,1.5
8368,an,M,10.2,56.2
8369,fi,M,28.2,80.2
8370,je,M,43.8,98.6
8371,el,F,35.176655,5.4
8372,hn,F,6.5,5.3
8373,al,F,13.9,12.4
8374,gb,F,6.0,4.9
8375,ig,M,72.7,41.2
8376,ac,F,38.4,3.9
8377,dc,M,37.916412,34.12106
8378,nn,M,12.1,95.7
8379,gi,M,25.2,23.5
8380,dk,M,6.1,41.7
8381,ga,F,3.3,1.1
8382,mm,F,20.4,8.3
8383,hf,M,13.6,36.3
8384,bf,F,22.7,6.8
8385,ia,M,67.2,88.6
8386,ec,F,29.7,29.4
8387,gg,F,21.6,17.1
8388,mb,M,81.0,36.693806
8389,hj,F,30.1,17.8
8390,hc,M,0.6,99.7
8391,gh,M,3.3,12.1
8392,nm,F,4.5,0.5
8393,dg,F,6.4,1.3
8394,jn,M,73.1,9.122509
8395,lc,F,39.2,4.6
8396,cm,M,74.0585,8.712644
8397,bj,F,42.8,27.0
8398,mc,F,84.3,62.2
8399,fm,F,47.8,10.0
8400,jj,M,22.9,75.42248
8401,bk,M,0.6,49.6
8402,ja,M,30.6,16.2
8403,gh,M,53.4,95.7
8404,fl,F,7.4,2.1
8405,fl,F,4.3,2.4
8406,ff,F,8.3,3.9
8407,na,F,1.2,1.1
8408,hk,M,44.557446,82.4
8409,ll,M,93.4,29.45988
8410,hd,F,0.1,0.0
8411,mm,F,32.8,14.8
8412,dm,M,6.4,22.1
8413,jm,M,2.1,92.7
8414,fj,F,3.7,2.2
8415,ff,F,1.3,0.6
8416,ah,F,4.1,3.4
8417,le,M,11.3,41.5
8418,eh,F,34.98359,51.5
8419,mg,F,11.5,5.8
8420,nf,F,33.6,24.3
8421,ak,M,48.9,24.6
8422,da,F,13.1,7.4
8423,fm,F,18.8,3.4
8424,ii,F,0.2,0.0
8425,nb,M,50.7,36.912514
8426,an,F,0.6,0.1
8427,bm,M,8.6,69.31309
8428,dj,M,6.0130215,32.7
8429,nn,M,64.9,8.2
8430,dl,M,73.1,55.1
8431,kb,M,4.3,61.3
8432,cl,F,10.1,5.7
8433,jj,M,19.1,12.3
8434,en,M,67.4,37.3
8435,cn,M,41.8,20.977028
8436,ll,F,28.7,4.6
8437,mb,M,16.6,84.7
8438,bb,F,11.8,0.1
8439,al,M,67.7,59.1
8440,ma,M,73.6,46.2
8441,ke,F,2.4,0.9
8442,am,M,13.5,27.076721
8443,nf,F,0.5,0.3
8444,fj,F,9.9,3.9
8445,mc,M,8.7,37.6
8446,md,M,17.1,26.2
8447,gk,M,84.795784,72.5
8448,dn,M,4.3,12.1
8449,ln,M,1.1,31.2
8450,lg,M,17.4,26.6
8451,kl,M,4.5,2.975048
8452,dc,M,11.8,2.9
8453,ek,M,3.8,94.9
8454,mk,F,5.3,2.3
8455,jm,M,14.8,2.2
8456,ni,F,2.6,1.3
8457,nn,F,16.6,15.4
8458,ki,F,34.1,6.8
8459,bi,F,42.4,25.2
8460,cj,M,6.4,85.0
8461,ce,M,8.2,24.2
8462,ja,M,64.1,32.197155
8463,ha,M,18.0,38.4
8464,am,F,0.0,0.0
8465,nh,F,34.2,9.1
8466,hb,F,4.4,1.5
8467,dd,M,31.1,74.3
8468,hl,F,4.7,1.6
8469,if,F,50.0,49.9
8470,mh,F,1.8,0.7
8471,gn,F,2.5,1.8
8472,ge,F,18.4,4.7
8473,af,F,39.2,36.7
8474,ld,M,57.5,80.1
8475,jj,M,2.3,10.2
8476,kf,M,15.0,35.6
8477,gi,M,6.6,15.0
8478,dg,M,12.9,49.5
8479,jc,F,24.5,12.5
8480,dj,M,86.7,50.8
8481,ke,M,3.1,15.0
8482,hk,M,65.8,57.7
8483,eg,F,5.1,4.2
8484,jn,F,59.7,8.3
8485,kh,F,8.0,0.8
8486,kb,F,5.1,4.2
8487,jk,F,4.8,0.8
8488,bk,M,18.4,38.7177
8489,ci,F,8.9,4.5
8490,ac,M,12.4,90.04826
8491,ad,M,55.6,95.74315
8492,ik,M,0.4,40.2
8493,em,M,5.6,55.4
8494,gn,M,44.6,56.7
8495,mj,F,37.2,14.9
8496,hk,F,6.8,4.9
8497,hn,M,40.2,29.9
8498,kg,M,56.0,0.2
8499,dd,M,23.4,4.6
8500,el,F,22.4,17.6
8501,gn,M,11.1,36.6
8502,ll,F,7.8,2.6
8503,ek,M,88.6,28.4
8504,jh,M,55.7,1.0209112
8505,la,M,10.7,0.8
8506,ak,M,2.1,2.5
8507,nj,M,27.6,24.8
8508,ih,F,61.0,39.4
8509,gl,M,8.2,24.2
8510,ia,F,31.7,28.3
8511,ge,M,69.9,66.7
8512,ic,F,30.1,2.4
8513,hb,M,9.7,26.2
8514,nh,F,41.0,4.4
8515,nn,F,33.9,22.7
8516,ng,M,3.4,63.3
8517,ah,M,40.2,58.1
8518,nl,F,4.9,0.8
8519,bb,F,6.9,6.9
8520,ab,F,6.1,2.7
8521,ck,F,58.0,25.3
8522,cb,F,24.4,22.4
8523,me,F,12.2,8.5
8524,dc,M,66.4,78.89474
8525,dc,M,7.5,62.718315
8526,cb,M,67.6,86.7
8527,al,F,0.0,0.0
8528,mb,F,20.5,10.8
8529,ng,F,5.0,3.4
8530,hg,M,0.5,60.9
8531,nm,M,29.7,84.0
8532,la,M,8.6,33.1
8533,nf,F,2.0,0.5
8534,nk,F,34.6,23.8
8535,ei,F,0.6,0.2
8536,fn,M,0.3,25.7
8537,fn,M,6.6,12.6
8538,hn,M,54.4,18.3
8539,lg,F,17.4,16.9
8540,fa,M,7.6,30.62717
8541,dn,M,57.7,57.7
8542,jd,F,7.5,4.4
8543,jm,F,78.6,30.8
8544,il,M,88.1,60.8
8545,dm,M,7.8,14.3
8546,ba,F,0.3,0.0
8547,ik,M,21.1,41.1
8548,ha,F,6.8,3.9
8549,cm,F,25.0,5.0
8550,ga,M,31.1,48.4129
8551,cf,F,1.1,0.9
8552,fl,M,7.9,59.9
8553,hg,F,32.5,3.3
8554,ad,F,3.3,1.6
8555,gm,F,3.1,1.5
8556,bj,M,14.3,65.2
8557,ai,F,16.9,2.6
8558,am,M,23.4,76.1
8559,ej,M,13.5,15.5
8560,nc,F,13.1,6.6
8561,jn,M,2.6,40.28995
8562,ab,M,27.8,19.507435
8563,ng,M,21.5,30.0
8564,kg,F,27.9,17.1
8565,nh,M,5.4,6.4
8566,eh,M,72.9,34.8
8567,je,M,4.3,11.8
8568,hi,M,38.0,45.9
8569,di,M,3.0,71.4
8570,jg,M,28.0,19.4
8571,dk,F,51.90888,94.1
8572,fh,F,17.8,8.8
8573,kk,M,7.6,44.1
8574,bj,F,51.9,1.0
8575,lk,F,6.8,3.1
8576,ha,F,0.4,0.2
8577,ab,M,31.4,7.9
8578,in,F,48.0,37.0
8579,la,M,75.3,38.029186
8580,fl,M,3.2,16.4
8581,ai,M,36.034748,78.6
8582,cm,F,6.2,4.2
8583,kh,F,3.2,1.3
8584,dd,F,18.0,8.8
8585,mn,F,34.6,16.7
8586,nf,M,63.1,79.9
8587,kf,F,18.3,7.6
8588,ej,F,29.1,18.1
8589,cb,F,11.2,2.4
8590,ge,M,23.9,58.1
8591,ml,M,59.4,60.0
8592,ee,F,0.8,0.5
8593,ci,F,42.3,14.2
8594,bn,M,8.9,6.5
8595,md,F,12.8,10.4
8596,ie,F,15.6,6.3
8597,dd,F,45.0,16.1
8598,ml,F,2.4,1.7
8599,kb,F,42.2,23.9
8600,lm,M,0.5,65.7
8601,eg,M,91.7,14.178059
8602,jj,M,74.3,62.4
8603,fj,M,9.4,24.1
8604,il,F,0.1,0.0
8605,am,F,21.0,18.0
8606,km,M,18.7,13.9
8607,fl,F,16.4,11.9
8608,ec,M,7.6,83.7
8609,eh,F,31.3,10.9
8610,df,F,17.5,9.7
8611,gg,M,74.9,55.5
8612,fd,M,37.8,70.5
8613,ek,F,44.8,4.8
8614,dl,F,39.8,0.6
8615,nh,M,30.2,26.8
8616,am,M,42.8,26.6
8617,bb,F,23.6,0.7
8618,in,F,23.0,3.9
8619,ek,M,72.0,47.5
8620,ig,F,6.1,2.0
8621,kj,M,66.6,65.1
8622,ge,F,58.0,52.4
8623,lh,F,56.4,18.2
8624,ia,M,12.8,54.2
8625,lg,F,17.5,7.1
8626,kn,F,0.1,0.0
8627,kb,F,22.8,12.7
8628,am,M,39.6,56.0
8629,hl,M,14.930433,80.5
8630,fa,M,19.0,3.9
8631,cn,M,44.4,49.3
8632,ni,M,98.1,63.8
8633,hi,F,20.6,10.0
